Y,H,V,H
Y,H,H,V
Y,V,H,H
H,Y,V,H
H,Y,H,V
H,V,Y,H
H,V,H,Y
H,H,Y,V
H,H,V,Y
V,Y,H,H
V,H,Y,H
V,H,H,Y
